IPO Status,Ticker Code,Company Name,Sector,Subsector,Listing Board,Final Price (Rp),Return D1,Return D2,Return D3,Return D4,Return D5,Return D6,Return D7,Return from Listing Date,Line of Business,Address,Website,Number of shares offered,% of Total Shares,Participant Admin,Underwriter(s),Book Building Opening,Book Building Closing,Lowest Book Building Price (Rp),Highest Book Building Price (Rp),Opening of Offering Period,Closing of Offering Period,Closing Date,Distribution Date,Listing Date,Warrant per share ratio,Exercise Price (Warrant) (Rp)
Closed,CBPE,PT Citra Buana Prasida Tbk,Properties & Real Estate,Real Estate Development & Management,Pengembangan,150.0,-0.006666666666666667,-0.006711409395973154,0.02702702702702703,0.2631578947368421,-0.06770833333333333,-0.0670391061452514,-0.0658682634730539,1.04,Bergerak di bidang real estat dan property,"Komplek Paskal Hyper Square Blok G Lantai 2 No, 206 – 208, Jl, H,O,S, Cokroaminoto No, 25 – 27 (dh, Jl, Pasirkaliki No, 25 – 27), Bandung 40181, Tel,: (022) 8606 1108","https://www,citrabuanaprasida,co,id",271250000,20.0,"GR - PANIN SEKURITAS TBK,",GR,2022-12-19,2022-12-23,100,150,2023-01-02,2023-01-04,2023-01-04,2023-01-05,2023-01-06,0.0,
Closed,SOUL,PT Mitra Tirta Buwana Tbk,Consumer Non-Cyclicals,Food Retail & Distributors,Akselerasi,110.0,-0.1,-0.09090909090909091,-0.1,-0.09876543209876543,-0.0410958904109589,-0.1,-0.09523809523809523,-0.2818181818181818,Bergerak dalam bidang usaha Air Minum Dalam Kemasan,"Jl, Waru No, 74 Sambilegi Baru RT,001 RW,003 Maguwoharjo, Depok, Sleman Yogyakarta - Indonesia, 55282","http://hexsoul,co,id/",270000000,24.94,AN - WANTEG SEKURITAS,"AN,AH",2022-12-19,2022-12-26,100,110,2023-01-02,2023-01-04,2023-01-04,2023-01-05,2023-01-06,0.25,100.0
Closed,ELIT,PT Data Sinergitama Jaya Tbk,Technology,IT Services & Consulting,Pengembangan,120.0,-0.06666666666666667,0.3482142857142857,0.11920529801324503,-0.011834319526627219,0.011976047904191617,-0.0650887573964497,-0.06962025316455696,0.6833333333333333,Bidang Usaha Penyedia Layanan (managed service) di Bidang Teknologi Informasi (Cloud),"The Manhattan Squre Tower B Lt, 22, Jl, TB Simatupang, RT,3/RW,3, Cilandak Timur, Pasar Minggu, Jakarta Selatan,12560 Telepon: 0217511004","https://www,elitery,com",500000000,24.61,XA - NH KORINDO SEKURITAS INDONESIA,XA,2022-12-16,2022-12-22,120,150,2023-01-02,2023-01-04,2023-01-04,2023-01-05,2023-01-06,0.5,150.0
Closed,VTNY,PT Venteny Fortuna International Tbk,Financials,Consumer Financing,Pengembangan,360.0,0.1,-0.045454545454545456,0.0,0.031746031746031744,0.03076923076923077,0.014925373134328358,-0.0196078431372549,-0.7361111111111112,Aktivitas Perusahaan Holding dan Aktivitas Pengembangan Aplikasi Perdagangan Melalui Internet,"World Trade Centre (WTC) 5 Lantai 13, Jl, Jend, Sudirman Kav, 29-31, Jakarta Selatan, 12920","https://www,venteny,com",939779100,15.0,SF - SURYA FAJAR SEKURITAS,"SF,CD,OD,YP",2022-11-21,2022-11-29,350,450,2022-12-09,2022-12-13,2022-12-13,2022-12-14,2022-12-15,0.0,
Closed,ISAP,PT Isra Presisi Indonesia Tbk,Consumer Cyclicals,Auto Parts & Equipment,Akselerasi,96.0,-0.09375,-0.09195402298850575,-0.08860759493670886,-0.09722222222222222,0.09230769230769231,0.09859154929577464,0.08974358974358974,-0.7083333333333334,Industri Mesin dan Perkakas Mesin untuk Pengerjaan Logam,"Kawasan Industri Delta Silicon III Lippo Cikarang Bekasi Jawa Barat, 17530","https://www,isra,co,id/en",1500000000,37.31,AI - UOB KAY HIAN SEKURITAS,AI,2022-11-07,2022-11-14,95,100,2022-12-01,2022-12-07,2022-12-07,2022-12-08,2022-12-09,0.5,125.0
Closed,PADA,PT Personel Alih Daya Tbk,Industrials,Human Resource & Employment Services,Pengembangan,100.0,0.1,-0.05454545454545454,-0.028846153846153848,-0.039603960396039604,0.13402061855670103,-0.02727272727272727,-0.009345794392523364,1.36,"Jasa Teknikal dan Pemeliharaan Peralatan Telekomunikasi, Call Center, Perkantoran, Keamanan dan SDM","Jl, Kebagusan 1 No, 4, Kebagusan, Pasar Minggu, Jakarta Selatan, Kode Pos 12520, Indonesia","https://www,persada,id",900000000,28.57,AI - UOB KAY HIAN SEKURITAS,"AI,AO",2022-11-16,2022-11-22,100,120,2022-12-02,2022-12-06,2022-12-06,2022-12-07,2022-12-08,0.0,
Closed,MMIX,PT Multi Medika Internasional Tbk,Consumer Non-Cyclicals,Household Products,Pengembangan,190.0,-0.3263157894736842,-0.0625,-0.06666666666666667,0.05357142857142857,0.025423728813559324,-0.01652892561983471,0.07563025210084033,0.22105263157894736,"Perdagangan Besar Alat Laboratorium, Alat Farmasi dan Alat Kedokteran Untuk Manusia, dan Sewa Guna U","PT, Multi Medika Internasional Tbk Jl, Peternakan III No,55B, Kelurahan Kapuk, Kecamatan Cengkareng, Jakarta Barat – DKI Jakarta, Kode Pos 11720","https://www,multimed,co,id/",600000000,25.0,YP - MIRAE ASSET SEKURITAS INDONESIA,YP,2022-11-15,2022-11-22,160,210,2022-11-30,2022-12-02,2022-12-02,2022-12-05,2022-12-06,0.5,300.0
Closed,NINE,PT Techno9 Indonesia Tbk,Technology,IT Services & Consulting,Akselerasi,75.0,-0.08,-0.08695652173913043,-0.09523809523809523,-0.08771929824561403,-0.09615384615384616,-0.0851063829787234,-0.09302325581395349,3.1333333333333333,Bergerak di bidang perdagangan komputer dan perlengkapannya,"Komplek Taman Semanan Indah Ruko Plaza Delumina Blok C No, 1 Duri Kosambi – Cengkareng Jakarta Barat 11750","https://www,techno9indonesia,com/",432000000,20.03,SA - ELIT SUKSES SEKURITAS,"SA,MI",2022-11-14,2022-11-17,70,90,2022-11-28,2022-12-01,2022-12-01,2022-12-02,2022-12-05,0.0,
Closed,ZATA,PT Bersama Zatta Jaya Tbk,Consumer Cyclicals,"Clothing, Accessories & Bags",Utama,100.0,0.35,0.34814814814814815,0.34065934065934067,0.23770491803278687,-0.06622516556291391,-0.06382978723404255,-0.06818181818181818,-0.37,Company Overview,"Komplek Industri Prapanca No,24, Cigondewah Kaler Kec, Bandung Kulon, Kota Bandung - Jawa Barat 40214","https://www,elcorps,com/",1700000000,20.01,AI - UOB KAY HIAN SEKURITAS,AI,2022-10-20,2022-10-26,100,130,2022-11-02,2022-11-08,2022-11-08,2022-11-09,2022-11-10,0.0,
Closed,KETR,PT Ketrosden Triasmitra Tbk,Infrastructures,Wired Telecommunication Service,Utama,300.0,0.06666666666666667,-0.06875,-0.013422818791946308,0.0,-0.04081632653061224,-0.04964539007092199,-0.06716417910447761,2.933333333333333,"Pembangunan, penjualan dan pemeliharaan jaringan telekomunikasi kabel serat optik","Gedung Meta Epsi Lantai 2 Jl, Mayjend D,I, Panjaitan Kav, 2, Jakarta Timur","https://www,triasmitra,com/",426200000,15.0,AH - SHINHAN SEKURITAS INDONESIA,AH,2022-10-20,2022-10-26,246,360,2022-11-02,2022-11-08,2022-11-08,2022-11-09,2022-11-10,0.0,
Closed,KDTN,PT Puri Sentul Permai Tbk,Consumer Cyclicals,"Hotels, Resorts & Cruise Lines",Pengembangan,150.0,0.26,-0.06878306878306878,-0.06818181818181818,0.006097560975609756,-0.030303030303030304,-0.04375,0.0,3.533333333333333,"Bergerak dibidang jasa penyedia akomodasi berupa hotel, jasa penyediaan makan minum berupa restoran","Jl, Surya Raya, Kav, Commercial Area 1 Olympic CBD Sentul, Desa Sentul Kecamatan Babakan Madang, Kabupaten Bogor 16810","https://kedaton8,com/",250000000,20.0,MI - VICTORIA SEKURITAS INDONESIA,MI,2022-10-20,2022-10-26,140,160,2022-11-01,2022-11-07,2022-11-07,2022-11-08,2022-11-09,0.2,180.0
Closed,PDPP,PT Primadaya Plastisindo Tbk,Basic Materials,Containers & Packaging,Pengembangan,200.0,0.09624058099999999,-0.06666666666666662,-0.06349206349206346,-0.06779661016949164,0.054545454545454564,-0.06034482758620689,-0.01834862385321096,0.48,Industri Barang Dari Plastik Untuk Pengemasan,,"https://www,pt-pdp,com",500000000,20.0,MG - SEMESTA INDOVEST SEKURITAS,MG,2022-10-13,2022-10-20,195,200,2022-11-03,2022-11-07,2022-11-07,2022-11-08,2022-11-09,0.0,
Closed,PRAY,PT Famon Awal Bros Sedaya Tbk,Healthcare,Healthcare Providers,Utama,900.0,-0.011111111111111112,-0.05056179775280899,-0.0650887573964497,-0.06962025316455696,0.027210884353741496,0.013245033112582781,-0.013071895424836602,-0.03888888888888889,Bergerak di bidang aktivitas perusahaan holding dan jasa pelayanan kesehatan melalui Perusahaan Anak,"Ruko Mega Grosir Cempaka Mas Blok N/21 Sumur Batu, Kemayoran, Jakarta","https://primayahospital,com/",302222300,2.17,PD - INDO PREMIER SEKURITAS,PD,2022-10-14,2022-10-21,900,950,2022-11-01,2022-11-04,2022-11-04,2022-11-07,2022-11-08,0.0,
Closed,OMED,PT Jayamas Medica Industri Tbk,Healthcare,Healthcare Supplies & Distributions,Utama,204.0,0.23529411764705882,0.0,-0.023809523809523808,0.024390243902439025,0.023809523809523808,0.023255813953488372,-0.007575757575757576,0.0196078431372549,Bergerak di bidang usaha manufaktur alat kesehatan dan perbekalan kesehatan rumah tangga lainnya,"Sebelah Selatan Jalan By Pass RT 05 / RW 01 Kelurahan Sidomojo, Kecamatan Krian, Sidoarjo 61262, Jawa Timur","https://www,onemed,co,id",4058850000,15.0,KI - CIPTADANA SEKURITAS ASIA,"KI,KZ,C3",2022-10-06,2022-10-19,204,310,2022-11-02,2022-11-04,2022-11-04,2022-11-07,2022-11-08,0.0,
Closed,CBUT,PT Citra Borneo Utama Tbk,Consumer Non-Cyclicals,Plantations & Crops,Utama,690.0,0.2463768115942029,0.08139534883720931,-0.010752688172043012,-0.06521739130434782,-0.029069767441860465,-0.03592814371257485,-0.006211180124223602,0.8043478260869565,"bidang industri pemurnian, pemisahan/fraksinasi dan perdagangan produk kelapa sawit dan turunannya",,"http://www,citraborneoutama,co,id/",625000000,20.0,YP - MIRAE ASSET SEKURITAS INDONESIA,"YP,AI,OD,ZP",2022-10-13,2022-10-19,690,1280,2022-11-02,2022-11-04,2022-11-04,2022-11-07,2022-11-08,0.0,
Closed,BELI,PT Global Digital Niaga Tbk,Technology,Online Applications & Services,Utama,450.0,0.0,0.013333333333333334,-0.013157894736842105,0.07555555555555556,-0.02066115702479339,-0.004219409282700422,0.03389830508474576,0.06666666666666667,"Perdagangan eceran melalui media untuk barang campuran, aktivitas pengembangan aplikasi perdagangan","Jl, Jendral Ahmad Yani No, 34, Kel, Panjunan, Kec, Kota Kudus, Kab, Kudus 59317, Jawa Tengah","https://www,blibli,com",17771205900,15.0,OD - BRI DANAREKSA SEKURITAS,"OD,CC,CP,CS,DP,NI,PD,PF,RS,SQ,S0",2022-10-17,2022-10-24,410,460,2022-11-02,2022-11-04,2022-11-04,2022-11-07,2022-11-08,0.0,
Closed,MKTR,PT Menthobi Karyatama Raya Tbk,Consumer Non-Cyclicals,Plantations & Crops,Pengembangan,120.0,0.08333333333333333,-0.023076923076923078,-0.023622047244094488,0.016129032258064516,0.03968253968253968,0.015267175572519083,-0.015037593984962405,0.25,Bergerak dalam bidang perkebunan dan pabrik kelapa sawit,,"https://mktr,co,id/",2500000000,20.83,II - DANATAMA MAKMUR SEKURITAS,"II,AN,CP",2022-10-17,2022-10-24,100,150,2022-11-01,2022-11-04,2022-11-04,2022-11-07,2022-11-08,1.0,150.0
Closed,BSBK,PT Wulandari Bangun Laksana Tbk,Properties & Real Estate,Real Estate Development & Management,Utama,100.0,0.35,0.34814814814814815,0.32967032967032966,0.19834710743801653,-0.06896551724137931,-0.06666666666666667,-0.06349206349206349,-0.26,Bergerak dalam bidang property dan real estate,"Jl, Jend, Sudirman Nomor 47 Tower G Komplek Balikpapan Superblock Stall Kuda, Kelurahan Damai Bahagia, Kec, Balikpapan Selatan, Kota Balikpapan, Provinsi Kalimantan Timur, 76114","https://www,balikpapansuperblock,com",2750000000,12.09,SH - ARTHA SEKURITAS INDONESIA,"SH,FS,HD,PG",2022-10-10,2022-10-17,100,120,2022-11-02,2022-11-04,2022-11-04,2022-11-07,2022-11-08,1.37,125.0
Closed,COAL,PT Black Diamond Resources Tbk,Energy,Coal Production,Pengembangan,100.0,0.35,0.34814814814814815,0.34065934065934067,0.2459016393442623,0.25,0.23684210526315788,-0.06808510638297872,0.23,Pertambangan Batubara Melalui Entitas Anak,"Gedung Centennial Tower Lt 21 Unit H , Jl, Jenderal Gatot Subroto No, 24-25, Jakarta Selatan 12930","https://blackdiamondtbk,com/",1250000000,20.0,SF - SURYA FAJAR SEKURITAS,SF,2022-08-12,2022-08-22,100,130,2022-09-01,2022-09-05,2022-09-05,2022-09-06,2022-09-07,0.0,
Closed,MEDS,PT Hetzer Medical Indonesia Tbk,Healthcare,Healthcare Supplies & Distributions,Pengembangan,125.0,0.344,0.10714285714285714,0.03225806451612903,0.34375,0.10077519379844961,0.20422535211267606,0.24561403508771928,-0.344,Industri Peralatan Kesehatan dan Turunannya,"Jl, Mahar Martanegara No, 106, Kel, Cigugur Tengah Kec, Cimahi Tengah, Kota Cimahi, Provinsi Jawa Barat 40522","https://www,evoplusmed,com",312500000,20.0,AN - WANTEG SEKURITAS,AN,2022-07-21,2022-07-26,125,175,2022-08-02,2022-08-08,2022-08-08,2022-08-09,2022-08-10,0.0,
Closed,CRAB,PT Toba Surimi Industries Tbk,Consumer Non-Cyclicals,Processed Foods,Pengembangan,150.0,0.3466666666666667,0.0594059405940594,0.0,0.009345794392523364,0.08333333333333333,0.1623931623931624,0.14705882352941177,0.7733333333333333,"Industri Pembekuan, Pengolahan, Pengawetan, Perdagangan Besar Makanan &Minuman serta Hasil Perikanan",,"https://www,tobasurimi,com/",390000000,20.0,HD - KGI SEKURITAS INDONESIA,HD,2022-07-20,2022-07-25,100,150,2022-08-02,2022-08-08,2022-08-08,2022-08-09,2022-08-10,0.0,
Closed,TOOL,PT Rohartindo Nusantara Luas Tbk,Consumer Cyclicals,Household Appliances,Pengembangan,127.0,0.3464566929133858,-0.06432748538011696,-0.06875,-0.06711409395973154,-0.007194244604316547,-0.014492753623188406,0.0,-0.5039370078740157,bergerak dalam bidang usaha Perdagangan besar,"Jalan Raya Perancis, Pergudangan Kosambi Permai, Blok J No, 32, Kabupaten Tangerang, Provinsi Banten","http://www,nankai,co,id/",410000000,20.0,YP - MIRAE ASSET SEKURITAS INDONESIA,YP,2022-07-19,2022-07-26,122,135,2022-08-02,2022-08-05,2022-08-05,2022-08-08,2022-08-09,0.5,500.0
Closed,BUAH,PT Segar Kumala Indonesia Tbk,Consumer Non-Cyclicals,Food Retail & Distributors,Pengembangan,388.0,-0.37628865979381443,-0.01652892561983471,-0.058823529411764705,0.022321428571428572,0.017467248908296942,-0.008583690987124463,0.13636363636363635,0.7010309278350515,Bergerak di bidang Perdagangan Besar Buah-buahan dan Daging Unggas Beku,"Jl, Pegangsaan Dua KM, 4 No,89, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, 14250","https://sk-indonesia,com/",200000000,20.0,"LS - RELIANCE SEKURITAS INDONESIA TBK,",LS,2022-07-20,2022-07-26,350,400,2022-08-02,2022-08-05,2022-08-05,2022-08-08,2022-08-09,0.0,
Closed,KLIN,PT Klinko Karya Imaji Tbk,Consumer Cyclicals,Home Improvement Retail,Akselerasi,100.0,-0.1,-0.1,-0.037037037037037035,-0.01282051282051282,-0.03896103896103896,-0.013513513513513514,0.0136986301369863,0.79,Bergerak di Bidang Produksi dan Perdagangan Produk Alat-Alat Kebersihan yang Ramah Lingkungan,"Jl, Raya Driyorejo Km 25, Desa/Kelurahan Driyorejo, Kec, Driyorejo, Kab, Gresik, Jawa Timur 61177, Indonesia","https://www,klinko,id/",230000000,17.59,SA - ELIT SUKSES SEKURITAS,SA,2022-07-20,2022-07-25,90,100,2022-08-02,2022-08-05,2022-08-05,2022-08-08,2022-08-09,0.25,100.0
Closed,ELPI,PT Pelayaran Nasional Ekalya Purnamasari Tbk,Transportation & Logistic,Logistics & Deliveries,Utama,200.0,0.35,0.24444444444444444,-0.06547619047619048,-0.06369426751592357,-0.06802721088435375,-0.014598540145985401,0.022222222222222223,2.475,Bergerak dalam bidang angkutan laut dan aktivitas penunjang angkutan,"Graha KCT Lt, 3 Jl, W,R, Supratman No,23 Surabaya, Jawa Timur- Indonesia","https://www,pnep,co,id",1112000000,15.0,"LG - TRIMEGAH SEKURITAS INDONESIA TBK,",LG,2022-07-14,2022-07-21,190,240,2022-08-02,2022-08-04,2022-08-04,2022-08-05,2022-08-08,0.0,
Closed,EURO,PT Estee Gold Feet Tbk,Consumer Non-Cyclicals,Personal Care Products,Akselerasi,70.0,0.0,-0.014285714285714285,0.014492753623188406,0.0,0.0,0.0,0.0,3.257142857142857,Industri pengisian jasa aerosol kosmetik dan bahan pembersih keperluan rumah tangga,"Jl, Kapuk Utara II No,2, RT,1/RW,3, Kapuk Muara, Penjaringan Jakarta Utara, 14460, Indonesia","https://esteegoldaerosol,com/",500000000,20.0,II - DANATAMA MAKMUR SEKURITAS,II,2022-07-20,2022-07-28,60,70,2022-08-01,2022-08-04,2022-08-04,2022-08-05,2022-08-08,0.1,100.0
Closed,KKES,PT Kusuma Kemindo Sentosa Tbk,Basic Materials,Basic Chemicals,Pengembangan,105.0,0.20952380952380953,-0.06299212598425197,-0.025210084033613446,0.02586206896551724,0.0,0.025210084033613446,0.040983606557377046,-0.7047619047619048,Perdagangan Besar Bahan dan Barang Kimia,"Green Ville Maisonette Blok FA / 12A, Jakarta Barat, DKI Jakarta, 11510 - Indonesia","https://kks-chemicals,com",300000000,20.0,YP - MIRAE ASSET SEKURITAS INDONESIA,YP,2022-07-19,2022-07-27,100,130,2022-08-02,2022-08-04,2022-08-04,2022-08-05,2022-08-08,0.0,
Closed,MORA,PT Mora Telematika Indonesia Tbk,Infrastructures,Wired Telecommunication Service,Utama,396.0,0.2474747474747475,0.24493927125506074,-0.06504065040650407,0.02608695652173913,-0.01694915254237288,-0.017241379310344827,-0.008771929824561403,26.20959595959596,"Aktivitas telekomunikasi dengan kabel, internet service provider & jasa interkoneksi internet (NAP)","Grha 9, Lantai 6, Jl, Panataran No, 9, Proklamasi, Jakarta 10320 Indonesia","https://www,moratelindo,co,id",2525464300,10.68,AZ - SUCOR SEKURITAS,"AZ,NI",2022-07-12,2022-07-18,368,396,2022-08-02,2022-08-04,2022-08-04,2022-08-05,2022-08-08,0.0,
Closed,RAFI,PT Sari Kreasi Boga Tbk,Consumer Non-Cyclicals,Food Retail & Distributors,Pengembangan,126.0,0.3492063492063492,-0.06470588235294118,-0.050314465408805034,0.11258278145695365,0.041666666666666664,0.09714285714285714,0.34375,-0.753968253968254,"Perseroan bergerak di bidang penjualan bahan baku dan waralaba makanan dan minuman,","Tower A lt,3, Jl, Ampera Raya RW2, Ragunan, Kec, Ps, Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540","https://skbfood,id/",948090000,30.31,IN - INVESTINDO NUSANTARA SEKURITAS,"IN,CP",2022-07-18,2022-07-22,120,130,2022-08-01,2022-08-03,2022-08-03,2022-08-04,2022-08-05,0.5,158.0
Closed,AMMS,PT Agung Menjangan Mas Tbk,Consumer Non-Cyclicals,"Fish, Meat, & Poultry",Akselerasi,100.0,0.05,-0.05714285714285714,-0.04040404040404041,0.06315789473684211,0.06930693069306931,0.07407407407407407,-0.09482758620689655,3.26,Menjalankan usaha dalam bidang jasa sarana produksi dan jasa pasca panen budidaya ikan air payau,"Generali Tower Grand Rubina Business Park Lt,20 C Jl, H,R, Rasuna Said, Kuningan, Jakarta Selatan 12940","https://agungmm,com/",240000000,20.0,IU - INDO CAPITAL SEKURITAS,IU,2022-07-07,2022-07-13,100,150,2022-07-29,2022-08-02,2022-08-02,2022-08-03,2022-08-04,1.4,100.0
Closed,JARR,PT Jhonlin Agro Raya Tbk,Consumer Non-Cyclicals,Plantations & Crops,Pengembangan,300.0,0.24666666666666667,0.24598930481283424,0.2446351931330472,-0.06896551724137931,-0.06481481481481481,-0.06930693069306931,-0.06808510638297872,10.1,Perkebunan dan Pengolahan Minyak Kelapa Sawit Terpadu,"Kantor: Jl, Kodeco KM 1, Kel, Gunung Antasari, Kec, Simpang Empat, Kab, Tanah Bumbu, Kalimatan Selatan 72213 Operasional: Pabrik Refinery dan Pabrik Biodiesel di Desa Batu Ampar, Kec, Simpang Empat, Kab, Tanah Bumbu, Kalimantan Selatan","https://www,ptjar,com",1222950000,15.29,IN - INVESTINDO NUSANTARA SEKURITAS,"IN,AR,PG,YJ",2022-07-12,2022-07-15,250,300,2022-07-29,2022-08-02,2022-08-02,2022-08-03,2022-08-04,0.0,
Closed,GULA,PT Aman Agrindo Tbk,Consumer Non-Cyclicals,Processed Foods,Pengembangan,250.0,0.016,-0.06299212598425197,-0.03361344537815126,0.043478260869565216,-0.05,-0.008771929824561403,-0.05309734513274336,0.08,"Bergerak di bidang perkebunan tebu, perdagangan gula dan industri gula","Jl,MT, Haryono 864-866 Ruko Bangkong Plaza C-10, Kelurahan Peterongan, Kecamatan Semarang Selatan, Kota Semarang, Provinsi Jawa Tengah, 50242","https://www,amanagrindo,co,id/",214072500,20.0,AI - UOB KAY HIAN SEKURITAS,AI,2022-06-23,2022-07-15,250,300,2022-07-28,2022-08-01,2022-08-01,2022-08-02,2022-08-03,0.0,
Closed,RCCC,PT Utama Radar Cahaya Tbk,Transportation & Logistic,Logistics & Deliveries,Akselerasi,135.0,-0.13932976296296293,0.024590163934426174,0.016000000000000045,0.023622047244094436,0.10000000000000005,0.08391608391608393,0.0774193548387097,0.3333333333333333,Bergerak di Bidang Jasa Pengurusan Transportasi (Freight Forwarding),"Kantor Pusat: Gedung STC Senayan, Lantai 2, Ruang 38, Jl, Asia Afrika Pintu IX, Gelora, Tanah Abang Jakarta Pusat 10270, Indonesia Garasi dan Bengkel: Jl, Curug Dengdeng, Desa Lulut, Kec, Klapanunggal, Cileungsi, Kab, Bogor, Jawa Barat, Indonesia","https://www,utamaradarcahaya,com",150000000,20.0,SA - ELIT SUKSES SEKURITAS,SA,2022-07-08,2022-07-12,110,150,2022-07-27,2022-07-29,2022-07-29,2022-08-01,2022-08-02,0.0,
Closed,HATM,PT HABCO TRANS MARITIMA TBK,Transportation & Logistic,Logistics & Deliveries,Pengembangan,160.0,0.01875,0.0736196319018405,0.09714285714285714,-0.026041666666666668,0.0053475935828877,0.03723404255319149,0.035897435897435895,1.6,Pengangkutan dengan Kegiatan Usaha Angkutan Laut Dalam Negeri untuk Barang Khusus,"Jalan H, Imam Munandar No, 247 F-G, Kel Tangkerang Utara, Kec Bukit Raya, Pekanbaru, Riau 28282","https://habcomaritima,com/",1118750000,16.65,XA - NH KORINDO SEKURITAS INDONESIA,XA,2022-06-29,2022-07-01,150,250,2022-07-20,2022-07-22,2022-07-22,2022-07-25,2022-07-26,0.0,
Closed,KRYA,"PT Bangun Karya Perkasa Jaya Tbk,",Infrastructures,Heavy Constructions & Civil Engineering,Pengembangan,125.0,-0.064,-0.06837606837606838,-0.06422018348623854,0.049019607843137254,-0.04672897196261682,-0.0196078431372549,-0.05,0.344,Bergerak dalam bidang konstruksi umum dan konstruksi baja,"Jl, Pattimura Plaza Segi Delapan C 851-852, Sonokwijenan, Sukomanunggal, Surabaya, Indonesia 60189","https://www,ptbkpjaya,com/",325000000,20.0,IU - INDO CAPITAL SEKURITAS,IU,2022-06-30,2022-07-06,120,130,2022-07-19,2022-07-21,2022-07-21,2022-07-22,2022-07-25,0.5,156.0
Closed,AXIO,"PT Tera Data Indonusa Tbk,",Technology,Computer Hardware,Pengembangan,140.0,0.35,0.2698412698412698,-0.06666666666666667,-0.0625,0.02857142857142857,0.10185185185185185,-0.01680672268907563,-0.04285714285714286,Perdagangan Besar Komputer dan Perlengkapan Komputer,"Wisma Exa Jl, Inspeksi PAM No,168, Cakung Barat Jakarta Timur 13910","https://www,terra,co,id/",1040126500,17.81,NI - BNI SEKURITAS,"NI,C3",2022-06-29,2022-07-05,120,140,2022-07-14,2022-07-18,2022-07-18,2022-07-19,2022-07-20,0.0,
Closed,DEWI,PT Dewi Shri Farmindo Tbk,Consumer Non-Cyclicals,"Fish, Meat, & Poultry",Pengembangan,100.0,0.35,0.34814814814814815,-0.06593406593406594,-0.06470588235294118,-0.06918238993710692,0.006756756756756757,0.020134228187919462,0.9,Bergerak di bidang budidaya ayam ras pedaging dan perdagangan eceran hewan ternak,"Kampung Cimenyan, RT 003/RW 003, Desa Cintaasih, Kecamatan Grekbong, Cianjur, Jawa Barat","https://www,dewishrifarmindo,com",700000000,35.0,HD - KGI SEKURITAS INDONESIA,"HD,AR",2022-06-27,2022-06-29,100,110,2022-07-12,2022-07-14,2022-07-14,2022-07-15,2022-07-18,0.0,
Closed,TRGU,PT Cerestar Indonesia Tbk,Consumer Non-Cyclicals,Processed Foods,Pengembangan,210.0,0.24761904761904763,0.24427480916030533,0.24539877300613497,0.2438423645320197,-0.06930693069306931,0.03829787234042553,0.09631147540983606,-0.05714285714285714,Industri Tepung Terigu dan Perdagangan Serealia/Biji-Bijian Melalui Perusahaan Anak dan Jasa Konsult,,"http://www,cerestargroup,co,id",1500000000,18.87,MG - SEMESTA INDOVEST SEKURITAS,MG,2022-06-17,2022-06-23,200,210,2022-07-04,2022-07-06,2022-07-06,2022-07-07,2022-07-08,0.0,
Closed,CHEM,PT Chemstar Indonesia Tbk,Basic Materials,Specialty Chemicals,Pengembangan,150.0,0.03333333333333333,-0.06451612903225806,-0.06896551724137931,-0.06666666666666667,-0.007936507936507936,-0.032,0.0,-0.31333333333333335,Perseroan bergerak dalam Industri dan perdagangan bahan kimia spesialisasi untuk industri tekstil,"Jl, Industri Ubrug No, 70, Kp, Cisampih, Kel, Cibinong, Kec, Jatiluhur, Kab, Purwakarta, Jawa Barat 41152","https://www,chemstarindonesia,com",500000000,29.41,XA - NH KORINDO SEKURITAS INDONESIA,XA,2022-06-20,2022-06-23,150,190,2022-07-04,2022-07-06,2022-07-06,2022-07-07,2022-07-08,0.5,200.0
Closed,ARKO,PT Arkora Hydro Tbk,Infrastructures,Electric Utilities,Pengembangan,300.0,-0.06666666666666667,0.007142857142857143,0.05673758865248227,0.026845637583892617,0.026143790849673203,0.10828025477707007,-0.005747126436781609,14.6,Pembangkitan tenaga listrik melalui sumber energi baru dan terbarukan yang berasal dari aliran air,"Office 8 Building, Lantai 21 Unit C & D, Jl, Jend, Sudirman Kav, 52-53, Lot 28 SCBD Jakarta 12190, Indonesia","http://www,arkora-hydro,com/",579900000,20.0,YP - MIRAE ASSET SEKURITAS INDONESIA,"YP,YJ",2022-06-20,2022-06-28,286,310,2022-07-04,2022-07-06,2022-07-06,2022-07-07,2022-07-08,0.0,
Closed,SWID,PT Saraswanti Indoland Development Tbk,Properties & Real Estate,Real Estate Development & Management,Pengembangan,200.0,0.08,-0.06481481481481481,-0.06930693069306931,-0.06914893617021277,-0.06857142857142857,-0.06748466257668712,-0.06578947368421052,-0.335,Bergerak dalam bidang usaha Properti & Real Estate,"Jalan Palagan Tentara Pelajar KM, 7 Sariharjo, Ngaglik, Kab, Sleman, Daerah Istimewa Yogyakarta Indonesia - 55581","https://saraswantiproperty,com/",340000000,6.31,AH - SHINHAN SEKURITAS INDONESIA,AH,2022-06-17,2022-06-23,180,200,2022-07-01,2022-07-05,2022-07-05,2022-07-06,2022-07-07,1.0,250.0
